,credits,catalog_id,prereqs,coreqs,fees,attributes,description,program_code,program_name,YEAR,SEMESTER,term,CatalogYear,Title
86,4 Credits,BI 0107,,BI 0107L.,,HSST Health Studies: Science and Technology,"This course is required for nursing majors as a prerequisite for most nursing courses. A strong chemistry background is recommended. Homeostasis is the major theme of the course with form and function covered together each semester. This course introduces the student to anatomical terminology, homeostasis and feedback control, membrane physiology, and tissues followed by the integumentary, skeletal, muscular and nervous systems. Note: This course is not open to biology majors except where required for allied health sciences (chair approval required).",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Human Anatomy & Physiology I
87,0 Credits,BI 0107L,,BI 0107.,$60 Science Lab Fee,,Laboratory work closely follows the ,BI,Biology,2015.0,Fall,Fall2015,2015_2016,Human Anatomy & Physiology Lab
88,4 Credits,BI 0108,BI 0107.,BI 0108L.,,HSST Health Studies: Science and Technology,"This course is required for nursing majors as a prerequisite for most nursing courses. A strong chemistry background is recommended. Homeostasis is the major theme of the course with form and function covered together each semester. This course continues with the endocrine, cardiovascular, lymphatic, respiratory, urinary, digestive, and reproductive systems. Note: This course is not open to biology majors except where required for allied health sciences (chair approval required).",BI,Biology,2016.0,Spring,Spring2016,2015_2016,Human Anatomy & Physiology II
89,0 Credits,BI 0108L,,BI 0108.,$60 Science Lab Fee,,Laboratory work closely follows the ,BI,Biology,2016.0,Spring,Spring2016,2015_2016,Human Anatomy & Physiology Lab
90,4 Credits,BI 0151,"BI 0107, CH 0084.",,,,"This microbiology course for nursing majors examines the structure and function of bacteria, viruses, yeasts, molds, antibiotics, and bacterial genetics as well as the mechanisms of microbial invasion and the body's immunological response. Note: This course is not open to biology majors.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Elements of Microbiology
91,0 Credits,BI 0151L,,,$60 Science Lab Fee,,,BI,Biology,2015.0,Fall,Fall2015,2015_2016,Elements of Microbiology Lab
92,4 Credits,BI 0170,,"BI 0170L, BI 0170P.",,HSST Health Studies: Science and Technology,"This introductory course for biology majors covers the molecular and cellular basis of life, including cell structure and function, cell communication, inheritance, gene expression and regulation, and developmental genetics. Students receive hands-on experience with a broad range of topics and techniques in the accompanying laboratory.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,General Biology I
93,0 Credits,BI 0170L,,,$60 Science Lab Fee,,,BI,Biology,2015.0,Fall,Fall2015,2015_2016,General Biology I Lab
94,0 Credits,BI 0170P,,,,,,BI,Biology,2015.0,Fall,Fall2015,2015_2016,General Biology I PLG
95,4 Credits,BI 0171,,"BI 0171L, BI 0171P.",,HSST Health Studies: Science and Technology,"This introductory course for biology majors covers biochemistry, energy utilization, anatomy and physiology, and the structure and function of plants and animals. Students receive hands-on experience with a broad range of topics and techniques in the accompanying laboratory.",BI,Biology,2016.0,Spring,Spring2016,2015_2016,General Biology II
96,0 Credits,BI 0171L,,,$60 Science Lab Fee,,,BI,Biology,2016.0,Spring,Spring2016,2015_2016,General Biology II Lab
97,0 Credits,BI 0171P,,,,,,BI,Biology,2016.0,Spring,Spring2016,2015_2016,General Biology II PLG
98,4 Credits,BI 0172,,BI 0172L.,,,"This introductory course for biology majors covers organismal biology with an emphasis on evolution, biological diversity, ecology, and environmental science. Students receive hands-on experience with a broad range of topics and techniques in the accompanying laboratory.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,General Biology III
99,0 Credits,BI 0172L,,,$60 Science Lab Fee,,,BI,Biology,2015.0,Fall,Fall2015,2015_2016,General Biology III Lab
100,3 Credits,BI 0251,"BI 0107 and BI 0108 or BI 0170, BI 0171, and BI 0172.",,,HSST Health Studies: Science and Technology,"This course offers a comprehensive study of the fundamental principles of human nutrition. The course emphasizes the role diet plays in the prevention of disease and promotion of health. Students will integrate the fundamentals of digestion, absorption, and metabolism as they apply to nutrient intake. Major topics include: weight management as it relates to the physiology, metabolism, and behavioral psychology of energy balance; the nutritional needs of humans at various stages of the life cycle; how scientific evidence has shaped the current dietary guidelines and the food environment.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Human Nutrition
101,4 Credits,BI 0260,"BI 0170, BI 0171, BI 0172, CH 0111, CH 0112.",BI 0260L.,,"EDCG Educational Studies Cognate, EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science, EVPE Environmental Studies Elective","This course is designed as an overview of the science of ecology - the study of interactions between organisms and their environment. This course uses a hierarchical approach to describe organisms, populations, communities, and ecosystems. We discuss the types of questions ecologists ask, and the methods ecologists use to answer questions.",BI,Biology,2016.0,Spring,Spring2016,2015_2016,Ecology
102,0 Credits,BI 0260L,,,$60 Science Lab Fee,,,BI,Biology,2016.0,Spring,Spring2016,2015_2016,Ecology Lab
103,4 Credits,BI 0261,"BI 0170, BI 0171, BI 0172.",BI 0261L.,,EDCG Educational Studies Cognate,"This course offers a comprehensive study of the fundamental principles of classical and molecular genetics. Major topics include transmission (Mendelian) genetics, gene linkage and mapping, fundamentals of molecular biology, molecular approaches to genetic analysis, genetic engineering and recombinant DNA technology, microbial genetics, regulation of gene expression, and genomics.",BI,Biology,2016.0,Spring,Spring2016,2015_2016,Genetics
104,0 Credits,BI 0261L,,,$60 Science Lab Fee,,,BI,Biology,2016.0,Spring,Spring2016,2015_2016,Genetics Lab
105,4 Credits,BI 0262,"BI 0170, BI 0171, BI 0172, CH 0111, CH 0112.",BI 0262L.,,,"This course considers homeostasis in humans by means of a comprehensive survey of the morphology and physiology of human organ systems. Special emphasis is given to organ systems associated with water and electrolyte balance, respiration, digestion, movement, and neurological control.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Human Physiology
106,0 Credits,BI 0262L,,,$60 Science Lab Fee,,,BI,Biology,2015.0,Fall,Fall2015,2015_2016,Human Physiology Lab
107,3 Credits,BI 0315,"BI 0170, BI 0171, BI 0172.",,,,"This course examines the anatomy of animals emphasizing the functional and evolutionary diversity of vertebrates. The course will consist of lectures focused on morphological variation and evolution, readings of the primary literature and anatomical dissections of comparative structures.",BI,Biology,2016.0,Spring,Spring2016,2015_2016,Anatomy: Form and Function
108,3 Credits,BI 0319,BI 0218 or BI 0365.,,,"EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science, EVPE Environmental Studies Elective, LCEL LACS Minor: Elective",As a supplement to ,BI,Biology,2016.0,Spring,Spring2016,2015_2016,Zoology Field Experience
109,3 Credits,BI 0319L,BI 0218 or BI 0365.,,$60 Science Lab Fee,"EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science",As a supplement to ,BI,Biology,2016.0,Spring,Spring2016,2015_2016,Zoology Field Experience Lab
110,3 Credits,BI 0324,CH 0212.,,,,"This course will investigate the fundamentals of life - chemistry. The structures and functions of biomolecules, including proteins, DNA, RNA, lipids, and carbohydrates will be covered in depth. The concepts behind biological processes will be discussed, including enzyme kinetics and regulatory strategies, membrane functions, signal transduction, and an overview of metabolism.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Biochemistry I
111,1 Credit,BI 0324L,,BI 0324 or BI 0325 or CH 0324 or CH 0325.,$60 Science Lab Fee,,"This course will investigate classic and most current methodology used in biochemistry. A semester project will be used to introduce techniques used in biochemistry to investigate the structure and function of a protein. In characterizing this protein, the analysis of DNA, lipids and carbohydrates will also be covered.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Biochemistry I Lab
112,3 Credits,BI 0325,"CH 0211, CH 0212.",,,,"This course focuses on the regulation of metabolic pathways involved in the synthesis, breakdown, and interconversion of biochemical intermediates that are fundamental to all life. Basic principles of biological thermodynamics will be highlighted in order to understand the processes by which living cells obtain and utilize energy. Students will develop an understanding of basic biomedical principles in the context of overall cell function. This course cannot be taken as a biology block elective if ",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Biochemistry II
113,1 Credit,BI 0325L,,BI 0324 or BI 0325 or CH 0324 or CH 0325.,$60 Science Lab Fee,,"This course will investigate classic and most current methodology used in biochemistry. A semester project will be used to introduce techniques used in biochemistry to investigate the structure and function of a protein. In characterizing this protein, the analysis of DNA, lipids and carbohydrates will also be covered.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Biochemistry II Lab
114,3 Credits,BI 0330,"BI 0170, BI 0171, BI 0172, CH 0111, CH 0112, CH 0211, CH 0212.",,,,"This course is designed to provide students with an in-depth understanding of nutrient metabolism in humans. This course will examine the digestion, absorption, and metabolism of macronutrients: carbohydrate, lipid and protein, in addition to the essential biological functions of vitamins and minerals. The emphasis of this course will be on the interrelationship and control of nutrient utilization by various organ systems in the body, building upon principles of human physiology and biochemistry. This course cannot be taken as a biology block elective if ",BI,Biology,2016.0,Spring,Spring2016,2015_2016,Nutrient Metabolism
115,4 Credits,BI 0342,"BI 0170, BI 0171, BI 0172.",BI 0342L.,,EDCG Educational Studies Cognate,"This course explores how the transition from a single-celled, fertilized egg to a multicellular animal is accomplished, emphasizing the dynamic interactions that occur on the molecular level to tightly control developmental processes. Topics include mechanisms of cell fate and differentiation, the molecular basis of differential gene expression, analysis of the molecular cues regulating body axis formation, and the development of various specific structures in different experimental organisms. The laboratory for the course consists of experiments that focus on the influence of gene function on development. We will do experiments that allow us to observe expression patterns of important genes in development and we will study the effects of perturbing gene function during development.",BI,Biology,2016.0,Spring,Spring2016,2015_2016,Developmental Biology
116,0 Credits,BI 0342L,,,$60 Science Lab Fee,,,BI,Biology,2016.0,Spring,Spring2016,2015_2016,Developmental Biology Lab
117,4 Credits,BI 0352,"BI 0170, BI 0171, BI 0172, BI 0261, CH 0211, CH 0212.",BI 0352L.,,EDCG Educational Studies Cognate,"This comprehensive introduction to microbiology includes microbial cell structure, physiology, genetics, evolution and taxonomy, diversity, ecology, and applied microbiology. Lab sessions introduce microbiological techniques (aseptic technique, microscopy, bacterial staining, culture techniques), and other research methods. Students use skills acquired in the lab to design and conduct independent investigations.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Fundamentals of Microbiology
118,0 Credits,BI 0352L,,,$60 Science Lab Fee,,,BI,Biology,2015.0,Fall,Fall2015,2015_2016,Fundamentals of Microbiology Lab
119,3 Credits,BI 0357,"BI 0170, BI 0171.",,,,"This introductory course covers the field of virology, with a special emphasis on animal viruses. Coverage centers on the physical, biochemical, and biological aspects of bacteriophages and animal viruses. Discussion stresses viral morphology; replication and assembly; pathogenesis of viral infections; and the epidemiology, prevention, and control of viral diseases.",BI,Biology,2016.0,Spring,Spring2016,2015_2016,General Virology
120,4 Credits,BI 0362,"BI 0170, BI 0171, BI 0172.",BI 0362L.,,EDCG Educational Studies Cognate,"Students study the phylogeny, ecology, morphology, and physiology of the major marine invertebrate groups with emphasis on local fauna. The laboratory component includes field trips to various habitats in Long Island Sound to collect specimens for identification and study.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Marine Invertebrate Zoology
121,0 Credits,BI 0362L,,,$60 Science Lab Fee,,,BI,Biology,2015.0,Fall,Fall2015,2015_2016,Marine Invertebrate Zoology Lab
122,4 Credits,BI 0364,"BI 0170, BI 0171, BI 0172.",BI 0364L.,,"EDCG Educational Studies Cognate, EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science, EVPE Environmental Studies Elective","Students learn the applied and theoretical concepts of the field of ecology using examples from freshwater aquatic systems. In the laboratory, students learn the major groups of organisms present in aquatic systems and conduct experiments involving ecological concepts such as predation and competition.",BI,Biology,2016.0,Spring,Spring2016,2015_2016,Freshwater Ecology
123,0 Credits,BI 0364L,,,$60 Science Lab Fee,,,BI,Biology,2016.0,Spring,Spring2016,2015_2016,Freshwater Ecology Lab
124,4 Credits,BI 0365,"BI 0170, BI 0171, BI 0172.",BI 0365L.,,EDCG Educational Studies Cognate,"The course begins with an examination of the intellectual origins of biological thought and includes a study of the historical factors that contributed to Charles Darwin's development of the theory of evolution. Topics include the evidence for evolution, the forces affecting evolution (e.g., mutation, migration, genetic drift, and selection), and natural selection as the basis of adaptation, as well as the philosophical and practical aspects of defining species and reconstructing phylogenetic relationships. Students critique (individually and in groups) current papers in evolutionary biology on topics such as punctuated equilibrium theory, Darwinian medicine, human origins, co-evolutionary arms races, systematics and biodiversity, and the evolution of sex.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Evolutionary Biology
125,0 Credits,BI 0365L,,,$60 Science Lab Fee,,,BI,Biology,2015.0,Fall,Fall2015,2015_2016,Evolutionary Biology Lab
126,1-3 Credits,BI 0391,,,,,"This course requires a research thesis involving laboratory investigation. Seniors and qualified juniors obtain the consent of the professor supervising their research interest area prior to registering for this program. Past topics include aquatic ecology, bacterial ecology and physiology, biochemistry, cell-wall biosynthesis, evolution of marine invertebrates, genetic regulation of animal development, mammalian physiology, plant biostimulants, plant/insect ecology, population and disease dynamics of shellfish, and signal transduction/gene regulations.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Biology Research I
127,1-3 Credits,BI 0392,,,,,"This course requires a research thesis involving laboratory investigation. Seniors and qualified juniors obtain the consent of the professor supervising their research interest area prior to registering for this program. Past topics include aquatic ecology, bacterial ecology and physiology, biochemistry, cell-wall biosynthesis, evolution of marine invertebrates, genetic regulation of animal development, mammalian physiology, plant biostimulants, plant/insect ecology, population and disease dynamics of shellfish, and signal transduction/gene regulations.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Biology Research II
128,1-3 Credits,BI 0393,,,,,"This course requires a research thesis involving laboratory investigation. Seniors and qualified juniors obtain the consent of the professor supervising their research interest area prior to registering for this program. Past topics include aquatic ecology, bacterial ecology and physiology, biochemistry, cell-wall biosynthesis, evolution of marine invertebrates, genetic regulation of animal development, mammalian physiology, plant biostimulants, plant/insect ecology, population and disease dynamics of shellfish, and signal transduction/gene regulations.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Biology Research III
129,1-3 Credits,BI 0394,,,,,"This course requires a research thesis involving laboratory investigation. Seniors and qualified juniors obtain the consent of the professor supervising their research interest area prior to registering for this program. Past topics include aquatic ecology, bacterial ecology and physiology, biochemistry, cell-wall biosynthesis, evolution of marine invertebrates, genetic regulation of animal development, mammalian physiology, plant biostimulants, plant/insect ecology, population and disease dynamics of shellfish, and signal transduction/gene regulations.",BI,Biology,2015.0,Fall,Fall2015,2015_2016,Biology Research IV
130,3 Credits,BU 0211,Junior standing.,,,,"This course examines the broad philosophical as well as practical nature and function of the legal system, and introduces students to the legal and social responsibilities of business. The course includes an introduction to the legal system, the federal courts, Constitutional law, the United States Supreme Court, the civil process, and regulatory areas such as employment discrimination, protection of the environment, and corporate governance and securities markets.",BU,Business,2015.0,Fall,Fall2015,2015_2016,Legal Environment of Business
131,3 Credits,BU 0220,,,,"EVME Environmental Studies Major Elective, EVPE Environmental Studies Elective, EVSS Environmental Studies: Social Science, MGEL Management: General Elective","This course surveys issues arising out of federal laws designed to protect the environment and manage resources. It considers in detail the role of the Environmental Protection Agency in the enforcement of environmental policies arising out of such laws as the National Environmental Policy Act, the Clean Water Act, and the Clear Air Act, among others. The course also considers the impact of Congress, political parties, bureaucracy, and interest groups in shaping environmental policy, giving special attention to the impact of environmental regulation on business and private property rights.",BU,Business,2016.0,Spring,Spring2016,2015_2016,Environmental Law & Policy
132,3 Credits,BU 0320,,,,"MGEL Management: General Elective, UDIV U.S. Diversity","This course examines a variety of legal issues related to the workplace including the doctrine of employment at will, employee privacy, and the history and development of labor unions and the legal protections afforded by the National Labor Relations Act. A study of the role of the Civil Rights Act of 1964 and the Equal Employment Opportunity Commission in eradicating discrimination based on race, sex, religion, national origin, age, and disability occupies a major portion of the course. Other employment issues include affirmative action, worker safety, and compensation.",BU,Business,2015.0,Fall,Fall2015,2015_2016,Employment Law and Discrimination in the Workplace
133,3 Credits,CH 0007,,,,EDCG Educational Studies Cognate,"This course provides an introduction to the scientific techniques used for the analysis of common types of physical evidence encountered at crime scenes. Using critical thinking and laboratory experiences, students become crime scene investigators. They are charged with the task of solving a mock crime. The investigations include fabric analysis, ink analysis, blood analysis, DNA analysis, fingerprint analysis, ballistics, and/or blood alcohol analysis. The lecture part of the course focuses on exploring the underlying chemical principles behind the techniques and includes discussion of historical case studies. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Intro to Forensic Science
134,3 Credits,CH 0010,,,,,"This course, which fulfills a science requirement and has no prerequisites, presents chemistry via lecture, demonstration, and laboratory work. The course provides students with insights into the microscopic world of atoms and molecules to better understand the macroscopic, observable properties of real substances, and applies the models developed in the course to representative substances from inorganic, organic chemistry, and biochemistry. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Chemistry: Sights and Insights
135,3 Credits,CH 0033,,,,"EDCG Educational Studies Cognate, HSST Health Studies: Science and Technology","This course introduces basic chemical concepts, such as the atom, molecules, chemical reactivity and energy, as well as integrating fundamental biological concepts including cell structure and basic anatomy. Further explored, on a chemical level, are the structure and function of basic nutritional components: proteins, carbohydrate, lipids, vitamins, and minerals. With a scientific foundation established, topics pertaining to nutrition and human evolution, the life cycle, and exercise will be discussed. Current social and health issues such as obesity, food technology, and fad dieting will be incorporated throughout the course. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,Chemistry of Nutrition
136,3 Credits,CH 0076,,,,"EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science, EVPE Environmental Studies Elective","The science of the environment is presented through examination of the interconnections among physical, chemical, and biological fields of inquiry. This course looks at how the global environment is altered by the human population, technology, and production of fuels and food. In this course, students will acquire a scientific understanding of current issues in environmental science and learn to evaluate claims about current environmental problems.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Environmental Science
137,3 Credits,CH 0083,,,,,"This one-semester course presumes no previous chemistry and fulfills a science requirement. The course consists of an introduction to atomic and molecular structure and the correlation of structural models to observable phenomena. The course discusses topics of historical and current relevance to society, including environmental issues, energy sources, natural products, and the application of chemistry in industry and medicine. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Survey of Chemistry
138,3 Credits,CH 0084,,CH 0084L.,,"EDCG Educational Studies Cognate, HSST Health Studies: Science and Technology","This course introduces the general principles of chemistry (matter and measurement, atomic and molecular structure, energetics, acids and bases, oxidation, and reduction) in a manner that prepares students to relate to properties of organic materials and biologically relevant substances such as carbohydrates, lipids, peptides, proteins, and nucleic acids. The course focuses on general principles and introduces organic and biologically relevant substances. This course is directed to School of Nursing students and students in the Health Studies minor.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,General Chemistry for Health Science
139,1 Credit,CH 0084L,,CH 0084.,$60 Science Lab Fee,,This lab illustrates lecture concepts of ,CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,General Chemistry for Health Science Lab
140,3 Credits,CH 0085,,,,"EDCG Educational Studies Cognate, EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science, EVPE Environmental Studies Elective","This course explores the flow of energy in modern society from the perspective of chemistry. Topics include the fossil fuels coal, petroleum, and natural gas, followed by an exploration of alternatives, including biomass, hydro, solar, tidal, wind, and nuclear energy sources. Students consider the source of energy, how it is harvested, and the short- and long-term environmental consequences of using each energy source and how these consequences are determined. The course uses the concepts of bonding, thermodynamics, kinetics, and work to investigate these and related ideas. The course also discusses economic and political forces that shape our use of energy. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,"Chemistry, Energy, and the Environment"
141,3 Credits,CH 0086,,,,EDCG Educational Studies Cognate,"This basic chemistry course with a strong orientation to the visual arts fulfills a core science requirement. Basic concepts include atoms, molecules, elements, compounds, the periodic table, chemical bonding and reaction, acids and bases, oxidation and reduction, and polymers. The lab employs these concepts to examine aspects of art media such as light, color, dyes, paint, metals, stone, ceramics, glass, plastics, paper, and fibers. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Chemistry and Art
142,3 Credits,CH 0111,,CH 0111L.,,,"This course, the first in a two-semester sequence, covers atomic and molecular weights, the mole concept, Avogadro's number, stoichiometry, energy relationships in chemical systems, the properties of gases, the electronic structures of atoms, periodic relationships among the elements, chemical bonding, geometrics of molecules, molecular orbitals, liquids, solids, intermolecular forces, solutions, rates of chemical reactions, chemical equilibrium, free energy, entropy, acids and bases, aqueous equilibria, electrochemistry, nuclear chemistry, chemistry of some metals and nonmetals, and chemistry of coordination compounds.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,General Chemistry I
143,1 Credit,CH 0111L,,CH 0111.,$60 Science Lab Fee,,"This lab offers the opportunity to explore and experience the rigors of an experimental physical science. Students make and record observations on simple chemical systems while learning fundamental laboratory manipulative and measurement skills. Experiments demonstrate and supplement concepts introduced in lecture. The first semester emphasizes weighing, filtering, titrating, using volumetric glassware, observing data, and recording and synthetic techniques. The second semester integrates these techniques in experimental procedures and explores physical properties and quantitative analysis of selected chemical systems.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,General Chemistry I Lab
144,3 Credits,CH 0112,CH 0111.,CH 0112L.,,HSST Health Studies: Science and Technology,"This course, the second in a two-semester sequence, covers atomic and molecular weights, the mole concept, Avogadro's number, stoichiometry, energy relationships in chemical systems, the properties of gases, the electronic structures of atoms, periodic relationships among the elements, chemical bonding, geometrics of molecules, molecular orbitals, liquids, solids, intermolecular forces, solutions, rates of chemical reactions, chemical equilibrium, free energy, entropy, acids and bases, aqueous equilibria, electrochemistry, nuclear chemistry, chemistry of some metals and nonmetals, and chemistry of coordination compounds.",CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,General Chemistry II
145,1 Credit,CH 0112L,,CH 0112.,$60 Science Lab Fee,,"This lab offers the opportunity to explore and experience the rigors of an experimental physical science. Students make and record observations on simple chemical systems while learning fundamental laboratory manipulative and measurement skills. Experiments demonstrate and supplement concepts introduced in lecture. The first semester emphasizes weighing, filtering, titrating, using volumetric glassware, observing data, and recording and synthetic techniques. The second semester integrates these techniques in experimental procedures and explores physical properties and quantitative analysis of selected chemical systems.",CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,General Chemistry II Lab
146,3 Credits,CH 0211,CH 0112.,CH 0211L.,,,"This course, an introduction to the chemistry of carbon compounds, discusses common functional groups from the perspective of molecular structure. Areas of emphasis include structure and characterization, preparation or organic synthesis, and the relations of physical and chemical properties to molecular structure. Stereochemical concepts introduced early in the course are used throughout.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Organic Chemistry I
147,1 Credit,CH 0211L,,CH 0211.,$60 Science Lab Fee,,"This lab emphasizes the manipulative techniques of separation, purification, analysis, and simple syntheses.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Organic Chemistry I Lab
148,3 Credits,CH 0212,CH 0211.,CH 0212L.,,,This course is a continuation of ,CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,Organic Chemistry II
149,1 Credit,CH 0212L,,CH 0212.,$60 Science Lab Fee,,"This lab emphasizes investigative experiments, more complex synthesis, and qualitative organic analysis.",CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,Organic Chemistry II Lab
150,3 Credits,CH 0222,CH 0112.,CH 0222L.,,EVME Environmental Studies Major Elective,"This course provides the theoretical basis for the required laboratory. Topics include statistics, chemical equilibria and their analytical applications (acid-base, oxidation-reduction, complex formation, precipitation), electroanalytical chemistry, spectroanalytical chemistry, and chemical separations.",CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,Chemical Analysis
151,1 Credit,CH 0222L,,CH 0222.,$60 Science Lab Fee,,"Students explore quantitative aspects of chemistry through the analysis of unknowns and the characterization of chemical equilibrium, and pursue classical and instrumental methods of analysis.",CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,Chemical Analysis Lab
152,3 Credits,CH 0261,"CH 0112, MA 0146 or higher, PS 0116.",CH 0261L.,,,"This course is the first of a two-semester sequence, covering thermodynamics of gasses, pure liquids, and both electrolyte and non-electrolyte solutions. Additional topics include chemical equilibrium, transport phenomena, reaction kinetics, quantum mechanics, spectroscopy, and statistical mechanics and statistical thermodynamics.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Physical Chemistry I
153,1 Credit,CH 0261L,,CH 0261.,$60 Science Lab Fee,,This course demonstrates and verifies concepts covered in lecture courses ,CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Physical Chemistry I Lab
154,3 Credits,CH 0262,CH 0261.,CH 0262L.,,,"This course is the second of a two-semester sequence, covering thermodynamics of gasses, pure liquids, and both electrolyte and non-electrolyte solutions. Additional topics include chemical equilibrium, transport phenomena, reaction kinetics, quantum mechanics, spectroscopy, and statistical mechanics, and statistical thermodynamics.",CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,Physical Chemistry II
155,1 Credit,CH 0262L,,CH 0262.,$60 Science Lab Fee,,This course demonstrates and verifies concepts covered in the lecture course ,CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,Physical Chemistry II Lab
156,3 Credits,CH 0324,CH 0212.,,,,"This course will investigate the fundamentals of life - chemistry. The structures and functions of biomolecules, including proteins, DNA, RNA, lipids, and carbohydrates will be covered in depth. The concepts behind biological processes will be discussed, including enzyme kinetics and regulatory strategies, membrane functions, signal transduction, and an overview of metabolism.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Biochemistry I
157,1 Credit,CH 0324L,,BI 0324 or BI 0325 or CH 0324 or CH 0325.,$60 Science Lab Fee,,"This course will investigate classic and most current methodology used in biochemistry. A semester project will be used to introduce techniques used in biochemistry to investigate the structure and function of a protein. In characterizing this protein, the analysis of DNA, lipids and carbohydrates will also be covered.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Biochemistry I Lab
158,3 Credits,CH 0325,"BI 0170, BI 0171, BI 0172, CH 0211, CH 0212.",,,,"This course focuses on the regulation of metabolic pathways involved in the synthesis, breakdown, and interconversion of biochemical intermediates that are fundamental to all life. Basic principles of biological thermodynamics will be highlighted in order to understand the processes by which living cells obtain and utilize energy. Students will develop an understanding of basic biomedical principles in the context of overall cell function. Formerly BI 0326.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Biochemistry II
159,1 Credit,CH 0325L,,BI 0324 or BI 0325 or CH 0324 or CH 0325.,$60 Science Lab Fee,,"This course will investigate classic and most current methodology used in biochemistry. A semester project will be used to introduce techniques used in biochemistry to investigate the structure and function of a protein. In characterizing this protein, the analysis of DNA, lipids and carbohydrates will also be covered.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Biochemistry II Lab
160,3 Credits,CH 0326,CH 0222.,,,EVME Environmental Studies Major Elective,"Students study chemical analysis in detail, using modern instrumentation. Students explore current methods of analysis, theory of transduction, implementation of instrumental principles, and physical theory of chemical systems in the context of the goals of the analytical problem and consider examples of applications.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Chemical Instrumentation
161,3 Credits,CH 0326L,"CH 0222, CH 0326.",,$60 Science Lab Fee,EVME Environmental Studies Major Elective,This course exposes students who have already been introduced to the theory of classical (,CH,Chemistry,2016.0,Spring,Spring2016,2015_2016,Instrumental-Analytical Chemistry Lab
162,1-3 Credits,CH 0398,,,,,"Students undertake a research project in conjunction with a faculty member and present two seminars: one pertaining to a literature topic, the other focused on their research. Enrollment by departmental permission only.",CH,Chemistry,2015.0,Fall,Fall2015,2015_2016,Research and Seminar
163,3 Credits,CI 0110,,,,,"Designed for students with no prior experience with Chinese or whose placement scores are in the range for this course level. This course, the first of a two-semester sequence, teaches the essentials of pronunciation, structure, and usage, allowing students to acquire the skills of listening, speaking, reading, and writing. Language cultures are explored through a variety of media. Students attend three classes per week and do mandatory online work determined by the instructor.",CI,Chinese,2015.0,Fall,Fall2015,2015_2016,Elementary Chinese I
