,credits,catalog_id,prereqs,coreqs,fees,attributes,description,program_code,program_name,YEAR,SEMESTER,term,CatalogYear,Title
137,3 Credits,BI 0399C,"BI 0170, BI 0171, BI 0172, one course from the Molecular Block, senior standing.",,,BICP Biology Major Capstone Course,"This seminar examines the role of prokaryotes in disease, with an emphasis on the genetics and physiology of disease mechanisms. Topics include aspects of the human immune  response, host-parasite relationships, and the epidemiology and evolution of infectious disease. Formerly BI 0381C.",BI,Biology,2016.0,Fall,Fall2016,2016_2017,Senior Capstone Seminar: Bacterial Pathogenesis
138,3 Credits,BI 0399D,"BI 0170, BI 0171, BI 0172, one course from the Molecular or Physiology Block, senior standing.",,,BICP Biology Major Capstone Course,"This seminar will cover emerging topics in nutritional epigenetics - the mechanisms by which nutrients regulate gene expression. Emphasis will be placed on genes regulated by essential dietary compounds (e.g. carbohydrates, lipids, vitamins and minerals) within the context of conditions such as cardiovascular disease, diabetes and cancer. Students will analyze and present scientific literature and write a grant proposal. Formerly BI 0381D.",BI,Biology,2016.0,Fall,Fall2016,2016_2017,Senior Capstone Seminar: Nutritional Epigenetics
139,3 Credits,BI 0399F,"BI 0170, BI 0171, BI 0172, one course from the Ecology Block, senior standing.",,,"BICP Biology Major Capstone Course, EVME Environmental Studies Major Elective","Students study the complex ecological relationships found in coral reef ecosystems. Topics include discussions of reef development, coral symbiosis and growth, reef trophic dynamics, ecology and behavior of coral reef fish and invertebrates, and effects of natural and human disturbance on coral reef communities. Course format: seminar in which students read, analyze, and present scientific research papers from the primary literature. Formerly BI 0383A.",BI,Biology,2017.0,Spring,Spring2017,2016_2017,Senior Capstone Seminar: Coral Reef Ecology
140,3 Credits,BI 0399G,"BI 0170, BI 0171, BI 0172, one course from the Ecology Block, senior standing.",,,BICP Biology Major Capstone Course,"This seminar examines the processes that generate ecological patterns in North Atlantic coastal ecosystems with a focus on the ecology of salt marshes, tidal rivers, sandy beaches, and rocky shores, and the human impact on these systems. The course centers on student-led discussions of readings from scientific literature. Formerly BI 0383B.",BI,Biology,2017.0,Spring,Spring2017,2016_2017,Senior Capstone Seminar: Ecology of the North Atlantic Coast
141,3 Credits,BI 0399J,"BI 0170, BI 0171, BI 0172, one course from the Physiology Block, senior standing.",,,BICP Biology Major Capstone Course,This seminar will focus on the biochemistry and physiology of human bone and cartilage. Emphasis will be placed on the normal development and healing of these tissues along with an introduction to common skeletal tissue disorders such as osteoporosis and arthritis. Students will be expected to analyze and present scientific literature while integrating the material with basic knowledge acquired from previous courses.,BI,Biology,2017.0,Spring,Spring2017,2016_2017,Capstone: Pathophysiology of Bone and Cartilage
142,3 Credits,BL 0101,,,,"ASGW American Studies: Gateway, BSFC Black Studies Focus Course, BSSS Black Studies: Social and Behavioral Sciences, PJST Peace and Justice Studies, UDIV U.S. Diversity","In the context of Ferguson, Charleston, and other national crises, this course responds to the call of students from our campus community to raise questions about and critically reflect upon the failures of democracy to recognize the value of Black Life. This course employs collective thinking, teaching, and research to focus on questions surrounding race, structural inequality, and violence. It examines the historical, geographical, cultural, social, and political ways in which race has been configured and deployed in the United States. Various faculty will bring to bear their respective scholarly lenses so that students understand race and racism across intellectual disciplines.",BL,Black Studies,2017.0,Spring,Spring2017,2016_2017,Black Lives Matter
143,3 Credits,BU 0211,Junior standing.,,,,"This course examines the broad philosophical as well as practical nature and function of the legal system, and introduces students to the legal and social responsibilities of business. The course includes an introduction to the legal system, the federal courts, Constitutional law, the United States Supreme Court, the civil process, and regulatory areas such as employment discrimination, protection of the environment, and corporate governance and securities markets.",BU,Business,2016.0,Fall,Fall2016,2016_2017,Legal Environment of Business
144,3 Credits,BU 0220,,,,"EVME Environmental Studies Major Elective, EVPE Environmental Studies Elective, EVSS Environmental Studies: Social Science, MGEL Management: General Elective","This course surveys issues arising out of federal laws designed to protect the environment and manage resources. It considers in detail the role of the Environmental Protection Agency in the enforcement of environmental policies arising out of such laws as the National Environmental Policy Act, the Clean Water Act, and the Clear Air Act, among others. The course also considers the impact of Congress, political parties, bureaucracy, and interest groups in shaping environmental policy, giving special attention to the impact of environmental regulation on business and private property rights.",BU,Business,2017.0,Spring,Spring2017,2016_2017,Environmental Law and Policy
145,3 Credits,BU 0320,,,,"MGEL Management: General Elective, UDIV U.S. Diversity","This course examines a variety of legal issues related to the workplace including the doctrine of employment at will, employee privacy, and the history and development of labor unions and the legal protections afforded by the National Labor Relations Act. A study of the role of the Civil Rights Act of 1964 and the Equal Employment Opportunity Commission in eradicating discrimination based on race, sex, religion, national origin, age, and disability occupies a major portion of the course. Other employment issues include affirmative action, worker safety, and compensation.",BU,Business,2016.0,Fall,Fall2016,2016_2017,Employment Law and Discrimination in the Workplace
146,3 Credits,CH 0010,,,,,"This course, which fulfills a science requirement and has no prerequisites, presents chemistry via lecture, demonstration, and laboratory work. The course provides students with insights into the microscopic world of atoms and molecules to better understand the macroscopic, observable properties of real substances, and applies the models developed in the course to representative substances from inorganic, organic chemistry, and biochemistry. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Chemistry: Sights and Insights
147,3 Credits,CH 0033,,,,"EDCG Educational Studies Cognate, HSST Health Studies: Science and Technology","This course introduces basic chemical concepts, such as the atom, molecules, chemical reactivity and energy, as well as integrating fundamental biological concepts including cell structure and basic anatomy. Further explored, on a chemical level, are the structure and function of basic nutritional components: proteins, carbohydrate, lipids, vitamins, and minerals. With a scientific foundation established, topics pertaining to nutrition and human evolution, the life cycle, and exercise will be discussed. Current social and health issues such as obesity, food technology, and fad dieting will be incorporated throughout the course. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Chemistry of Nutrition
148,3 Credits,CH 0072,PH 0101.,,,,"An essential component of our daily lives, food offers itself as one of the most interesting topics of cultural and scientific discussion. This course is designed to analyze food and eating practices from the twofold perspective of philosophy and biochemistry. The intersections of philosophy and biochemistry will be highlighted in topics such as ""Food as Art"" (juxtaposing the aesthetic and biomolecular properties of food) and ""Food in Culture"" (contrasting how societies prepare and eat food with the nutrition and technology of food science). The course combines lecture with activities such as trips to museums, guest lectures, and in-class laboratory activities. Note: Students may take either ",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Philosophy and Biochemistry of Food and Eating Practices
149,3 Credits,CH 0076,,,,"EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science, EVPE Environmental Studies Elective","The science of the environment is presented through examination of the interconnections among physical, chemical, and biological fields of inquiry. This course looks at how the global environment is altered by the human population, technology, and production of fuels and food. In this course, students will acquire a scientific understanding of current issues in environmental science and learn to evaluate claims about current environmental problems.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Environmental Science
150,3 Credits,CH 0084,,CH 0084L.,,"EDCG Educational Studies Cognate, HSST Health Studies: Science and Technology","This course introduces the general principles of chemistry (matter and measurement, atomic and molecular structure, energetics, acids and bases, oxidation, and reduction) in a manner that prepares students to relate to properties of organic materials and biologically relevant substances such as carbohydrates, lipids, peptides, proteins, and nucleic acids. The course focuses on general principles and introduces organic and biologically relevant substances. This course is directed to School of Nursing students and students in the Health Studies minor.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,General Chemistry for Health Science
151,1 Credit,CH 0084L,,CH 0084.,$60 Science Lab Fee,,This lab illustrates lecture concepts of ,CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,General Chemistry for Health Science Lab
152,3 Credits,CH 0085,,,,"EDCG Educational Studies Cognate, EVME Environmental Studies Major Elective, EVNS Environmental Studies: Natural Science, EVPE Environmental Studies Elective","This course explores the flow of energy in modern society from the perspective of chemistry. Topics include the fossil fuels coal, petroleum, and natural gas, followed by an exploration of alternatives, including biomass, hydro, solar, tidal, wind, and nuclear energy sources. Students consider the source of energy, how it is harvested, and the short- and long-term environmental consequences of using each energy source and how these consequences are determined. The course uses the concepts of bonding, thermodynamics, kinetics, and work to investigate these and related ideas. The course also discusses economic and political forces that shape our use of energy. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,"Chemistry, Energy, and the Environment"
153,3 Credits,CH 0086,,,,EDCG Educational Studies Cognate,"This basic chemistry course with a strong orientation to the visual arts fulfills a core science requirement. Basic concepts include atoms, molecules, elements, compounds, the periodic table, chemical bonding and reaction, acids and bases, oxidation and reduction, and polymers. The lab employs these concepts to examine aspects of art media such as light, color, dyes, paint, metals, stone, ceramics, glass, plastics, paper, and fibers. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Chemistry and Art
154,3 Credits,CH 0087,,,,,"This course explores the modern science of biologically relevant compounds and substances, which exist at the intersection of chemistry, biology, and medicine. We examine the major molecular components of the cell - proteins, nucleic acids, lipids, and more - and illustrate the application of chemical principles to understanding their structure and function. Since our lives are increasingly influenced by the availability of new pharmaceutical agents ranging from drugs that lower cholesterol to those that influence behavior, we develop insights needed to understand drug action and consider the design of new ways to intercede in the disease process. Note: This course counts as a science core course but does not satisfy requirements for the chemistry major or minor.",CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,Molecules of Life
155,3 Credits,CH 0111,,CH 0111L.,,,"This course, the first in a two-semester sequence, covers atomic and molecular weights, the mole concept, Avogadro's number, stoichiometry, energy relationships in chemical systems, the properties of gases, the electronic structures of atoms, periodic relationships among the elements, chemical bonding, geometrics of molecules, molecular orbitals, liquids, solids, intermolecular forces, solutions, rates of chemical reactions, chemical equilibrium, free energy, entropy, acids and bases, aqueous equilibria, electrochemistry, nuclear chemistry, chemistry of some metals and nonmetals, and chemistry of coordination compounds.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,General Chemistry I
156,1 Credit,CH 0111L,,CH 0111.,$60 Science Lab Fee,,"This lab offers the opportunity to explore and experience the rigors of an experimental physical science. Students make and record observations on simple chemical systems while learning fundamental laboratory manipulative and measurement skills. Experiments demonstrate and supplement concepts introduced in lecture. The first semester emphasizes weighing, filtering, titrating, using volumetric glassware, observing data, and recording and synthetic techniques. The second semester integrates these techniques in experimental procedures and explores physical properties and quantitative analysis of selected chemical systems.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,General Chemistry I Lab
157,3 Credits,CH 0112,CH 0111.,CH 0112L.,,HSST Health Studies: Science and Technology,"This course, the second in a two-semester sequence, covers atomic and molecular weights, the mole concept, Avogadro's number, stoichiometry, energy relationships in chemical systems, the properties of gases, the electronic structures of atoms, periodic relationships among the elements, chemical bonding, geometrics of molecules, molecular orbitals, liquids, solids, intermolecular forces, solutions, rates of chemical reactions, chemical equilibrium, free energy, entropy, acids and bases, aqueous equilibria, electrochemistry, nuclear chemistry, chemistry of some metals and nonmetals, and chemistry of coordination compounds.",CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,General Chemistry II
158,1 Credit,CH 0112L,,CH 0112.,$60 Science Lab Fee,,"This lab offers the opportunity to explore and experience the rigors of an experimental physical science. Students make and record observations on simple chemical systems while learning fundamental laboratory manipulative and measurement skills. Experiments demonstrate and supplement concepts introduced in lecture. The first semester emphasizes weighing, filtering, titrating, using volumetric glassware, observing data, and recording and synthetic techniques. The second semester integrates these techniques in experimental procedures and explores physical properties and quantitative analysis of selected chemical systems.",CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,General Chemistry II Lab
159,3 Credits,CH 0211,CH 0112.,CH 0211L.,,,"This course, an introduction to the chemistry of carbon compounds, discusses common functional groups from the perspective of molecular structure. Areas of emphasis include structure and characterization, preparation or organic synthesis, and the relations of physical and chemical properties to molecular structure. Stereochemical concepts introduced early in the course are used throughout.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Organic Chemistry I
160,1 Credit,CH 0211L,,CH 0211.,$60 Science Lab Fee,,"This lab emphasizes the manipulative techniques of separation, purification, analysis, and simple syntheses.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Organic Chemistry I Lab
161,3 Credits,CH 0212,CH 0211.,CH 0212L.,,,This course is a continuation of ,CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,Organic Chemistry II
162,1 Credit,CH 0212L,,CH 0212.,$60 Science Lab Fee,,"This lab emphasizes investigative experiments, more complex synthesis, and qualitative organic analysis.",CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,Organic Chemistry II Lab
163,3 Credits,CH 0222,CH 0112.,CH 0222L.,,EVME Environmental Studies Major Elective,"This course provides the theoretical basis for the required laboratory. Topics include statistics, chemical equilibria and their analytical applications (acid-base, oxidation-reduction, complex formation, precipitation), electroanalytical chemistry, spectroanalytical chemistry, and chemical separations.",CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,Chemical Analysis
164,1 Credit,CH 0222L,,CH 0222.,$60 Science Lab Fee,,"Students explore quantitative aspects of chemistry through the analysis of unknowns and the characterization of chemical equilibrium, and pursue classical and instrumental methods of analysis.",CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,Chemical Analysis Lab
165,3 Credits,CH 0261,"CH 0112, MA 0146 or higher, PS 0116.",CH 0261L.,,,"This course is the first of a two-semester sequence, covering thermodynamics of gasses, pure liquids, and both electrolyte and non-electrolyte solutions. Additional topics include chemical equilibrium, transport phenomena, reaction kinetics, quantum mechanics, spectroscopy, and statistical mechanics and statistical thermodynamics.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Physical Chemistry I
166,1 Credit,CH 0261L,,CH 0261.,$60 Science Lab Fee,,This course demonstrates and verifies concepts covered in lecture courses ,CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Physical Chemistry I Lab
167,3 Credits,CH 0262,CH 0261.,CH 0262L.,,,"This course is the second of a two-semester sequence, covering thermodynamics of gasses, pure liquids, and both electrolyte and non-electrolyte solutions. Additional topics include chemical equilibrium, transport phenomena, reaction kinetics, quantum mechanics, spectroscopy, and statistical mechanics, and statistical thermodynamics.",CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,Physical Chemistry II
168,1 Credit,CH 0262L,,CH 0262.,$60 Science Lab Fee,,This course demonstrates and verifies concepts covered in the lecture course ,CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,Physical Chemistry II Lab
169,3 Credits,CH 0324,CH 0212.,,,,"This course will investigate the fundamentals of life - chemistry. The structures and functions of biomolecules, including proteins, DNA, RNA, lipids, and carbohydrates will be covered in depth. The concepts behind biological processes will be discussed, including enzyme kinetics and regulatory strategies, membrane functions, signal transduction, and an overview of metabolism.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Biochemistry I
170,1 Credit,CH 0324L,,BI 0324 or BI 0325 or CH 0324 or CH 0325.,$60 Science Lab Fee,,"This course will investigate classic and most current methodology used in biochemistry. A semester project will be used to introduce techniques used in biochemistry to investigate the structure and function of a protein. In characterizing this protein, the analysis of DNA, lipids and carbohydrates will also be covered.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Biochemistry I Lab
171,3 Credits,CH 0325,"BI 0170, BI 0171, BI 0172, CH 0211, CH 0212.",,,,"This course focuses on the regulation of metabolic pathways involved in the synthesis, breakdown, and interconversion of biochemical intermediates that are fundamental to all life. Basic principles of biological thermodynamics will be highlighted in order to understand the processes by which living cells obtain and utilize energy. Students will develop an understanding of basic biomedical principles in the context of overall cell function. Formerly BI 0326.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Biochemistry II
172,1 Credit,CH 0325L,,BI 0324 or BI 0325 or CH 0324 or CH 0325.,$60 Science Lab Fee,,"This course will investigate classic and most current methodology used in biochemistry. A semester project will be used to introduce techniques used in biochemistry to investigate the structure and function of a protein. In characterizing this protein, the analysis of DNA, lipids and carbohydrates will also be covered.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Biochemistry II Lab
173,3 Credits,CH 0326,CH 0222.,,,EVME Environmental Studies Major Elective,"Students study chemical analysis in detail, using modern instrumentation. Students explore current methods of analysis, theory of transduction, implementation of instrumental principles, and physical theory of chemical systems in the context of the goals of the analytical problem and consider examples of applications.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Chemical Instrumentation
174,3 Credits,CH 0326L,"CH 0222, CH 0326.",,$60 Science Lab Fee,EVME Environmental Studies Major Elective,This course exposes students who have already been introduced to the theory of classical (,CH,Chemistry,2017.0,Spring,Spring2017,2016_2017,Instrumental-Analytical Chemistry Lab
175,3 Credits,CH 0341,,"CH 0261, CH 0341L.",,,"This course introduces students to the interdependence of chemical bonding, spectroscopic characteristics, and reactivity properties of coordination compounds and complexes using the fundamental concept of symmetry. The principles of coordination chemistry will be introduced after reviewing atomic structure, the chemical bond, and molecular structure. A basic familiarity with symmetry will be formalized by an introduction to the elements of symmetry and group theory. The students will use symmetry and group theory approaches to understand central atom hybridization, ligand group orbitals, and the construction of qualitative molecular orbital (MO) energy diagrams including both sigma and pi bonding contributions. The students will continue to utilize their understanding of group theory during an introduction of electronic spectroscopy and the use of correlation and Tanabe-Sugano diagrams. MO diagrams will then be used as a starting point for understanding the reactivity properties of coordination complexes.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Advanced Inorganic Chemistry
176,2 Credits,CH 0341L,,CH 0341.,$60 Science Lab Fee,,"This lab is a synthetic inorganic lab with an emphasis placed on characterization. In the laboratory, students will have the opportunity to synthesize, characterize, and investigate the physical and reactive properties of coordination, organometallic, and air-sensitive complexes. Students will utilize the following instrumental methods to characterize their compounds: UV-Visible spectroscopy, magnetic susceptibility, polarimetry, infrared spectroscopy, and NMR spectroscopy. Students write formal laboratory reports for every experiment.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Advanced Inorganic Chemistry Lab
177,1-3 Credits,CH 0398,,,,,"Students undertake a research project in conjunction with a faculty member and present two seminars: one pertaining to a literature topic, the other focused on their research. Enrollment by departmental permission only.",CH,Chemistry,2016.0,Fall,Fall2016,2016_2017,Research and Seminar
178,3 Credits,CI 0110,,,,,"Designed for students with no prior experience with Chinese or whose placement scores are in the range for this course level. This course, the first of a two-semester sequence, teaches the essentials of pronunciation, structure, and usage, allowing students to acquire the skills of listening, speaking, reading, and writing. Language cultures are explored through a variety of media. Students attend three classes per week and do mandatory online work determined by the instructor.",CI,Chinese,2016.0,Fall,Fall2016,2016_2017,Elementary Chinese I
179,3 Credits,CI 0111,CI 0110.,,,,"This course, a continuation of ",CI,Chinese,2017.0,Spring,Spring2017,2016_2017,Elementary Chinese II
180,3 Credits,CI 0210,,,,,"This course, the first of a two-semester sequence, prepares students to continue the study of language on a more advanced level, and includes review of essential points of grammar, vocabulary building, and regular practice in speaking and writing. The language cultures are explored through a wide variety of materials (literary texts, press articles, films, etc.). Students attend three classes per week and do mandatory online work determined by the instructor.",CI,Chinese,2016.0,Fall,Fall2016,2016_2017,Intermediate Chinese I
181,3 Credits,CI 0211,CI 0210.,,,,"This course, a continuation of ",CI,Chinese,2017.0,Spring,Spring2017,2016_2017,Intermediate Chinese II
182,3 Credits,CL 0107,,,,E_BF English Literature Before 1800,"This course surveys major works of Roman literature of the republic and early empire, emphasizing the content of this literature as a key to understanding Roman civilization, and as meaningful in a contemporary context. This course may be taken to fulfill the core requirement in English literature.",CL,Classical Studies,2017.0,Spring,Spring2017,2016_2017,Masterpieces of Roman Literature in English Translation
183,3 Credits,CL 0115,,,,,"Students study the Greek experience: the social and cultural values, political institutions, and economic structures of the ancient Greeks and their effect on the historical process in the period down to the death of Alexander. Knowledge of Greek is not required. This course may be taken to fulfill the 100-level core requirement in History.",CL,Classical Studies,2017.0,Spring,Spring2017,2016_2017,Greek Civilization
184,3 Credits,CL 0116,,,,ISIC Italian Studies: Italy Component,"Roman civilization spanned more than 1,000 years of history and culture, and influenced western society in profound ways. This course traces Rome's development from a small local tribe to a world power, examining how it expanded and conquered the Mediterranean and absorbed into its culture aspects of the peoples it defeated. Knowledge of Latin is not required. This course may be taken to fulfill the 100-level core requirement in History.",CL,Classical Studies,2016.0,Fall,Fall2016,2016_2017,Roman Civilization
185,3 Credits,CL 0127,"EN 0011, EN 0012.",,,E_BF English Literature Before 1800,"The course of true love never did run smooth. From Homer's Penelopoe to Ovid's Remedies of Love we will examine the permutations of romantic desire and its frustrations in the literature of Greece and Rome. Readings also include selections from Sappho's poetry, Sophocles' Women of Trachis, Euripides' Hippolytos and Medea, comedies by Menander and Terence, Catullus poems to Lesbia, Vergil's tale of Dido and Aeneas, selections from the elegies of Tibullus Sulpicia, Propertius and Ovide, and briefer excerpts from other authors. All readings are in English translation. This course may be taken to fulfill the core requirement in English literature.",CL,Classical Studies,2016.0,Fall,Fall2016,2016_2017,Romantic Love in Greek and Roman Literature
186,3 Credits,CL 0325,CL 0115 or CL 0116 or HI 0010; CL 0115 or CL 0116 or one 200-level History course.,,,"H_BF History Before 1750, H_EU European History",This history seminar provides an in-depth exploration of classical Athens at the height of its power in the fifth century BC. Its focus is on close reading of the primary sources describing the rise and fall of Athens in this period. It places particular emphasis on the parallel rise of Athenian democracy at home and the Athenian empire overseas. It places secondary emphasis on the nature of Athenian intellectual discourse in this period. A final research project will engage modern scholarly debates on the nature of fifth-century Athens.,CL,Classical Studies,2016.0,Fall,Fall2016,2016_2017,Athenian Democracy and Empire
187,0 Credits,CN 0099,,,,,The Counselor Preparation Comprehensive Exam (CPCE) is a standardized multiple choice exam with 136 questions that requires Clinical Mental Health Counseling candidates to demonstrate understanding and mastery of content reflecting the eight core CACREP areas. It is highly recommended that candidates complete their comprehensive exam during the semester prior to the one in which they plan to graduate.,CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Comp Exam: Clin Mental Health
188,3 Credits,CN 0410,,,,,"An introductory course in the exploration of conceptual models and clinical interventions related to grief and loss. The focus of this course is on developing sensitivity, knowledge, and practical skills working with grief, bereavement, and end of life issues in counseling and cross-cultural approaches. It is designed to inform students how loss is a pervasive, natural process of life and with skilled understanding and intervention can provide healing, meaning, and transformation to self and others. The impact of religious and spiritual belief systems on bereavement, grief, and loss will be covered. Family interventions and conceptualizing grief and loss from a systems perspective will be discussed. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences.",CN,Counseling,2017.0,Summer,Summer2017,2016_2017,Grief and Loss Counseling
189,3 Credits,CN 0432,,,,,"Designed to familiarize candidates with the workings of community-based human service programs, this course focuses on organizational structure, agency goals and human resources, program development, needs assessment, grant writing, consultation roles, and program evaluation.",CN,Counseling,2017.0,Spring,Spring2017,2016_2017,"Clinical Mental Health Counseling: Management, Delivery, and Evaluation"
190,3 Credits,CN 0433,,,,,"Candidates examine issues in counseling individuals and families from diverse ethnic, cultural, racial, and socioeconomic backgrounds and discuss the social, educational, economic, and behavioral factors that impact clinical work. The course addresses counseling men, women, and couples, and the issues of gender role stereotyping and changing sex roles, and integrates professional contributions from individual counseling and family therapy literature.",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Multicultural Issues in Counseling
191,3 Credits,CN 0446,,,,,"An introductory course in the exploration of developmental models and clinical interventions related to the interface of spirituality and counseling. The focus of this course is on developing knowledge and practical skills in working with spiritual and religious issues in counseling. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences.",CN,Counseling,2017.0,Summer,Summer2017,2016_2017,Spirituality and Counseling
192,3 Credits,CN 0447,,,,,"This course explores the processes of individual and family development from childhood through old age. Presenting theoretical perspectives for studying child, adolescent, adult, and family development, the course examines the modification of family structures over time and psychosocial development within family systems and cultural contexts. Crosslisted with ",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Lifespan Human Development
193,3 Credits,CN 0455,NS 0650.,,,,"This course focuses on the broad methodology of group work and theories and tasks in interpersonal and multicultural contexts. Candidates observe the nature of their interactions with others and enhance their knowledge about the nature of groups and the current theories and models. Understanding of group work with substance abusers will be explored. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences.",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Group Work: Theory & Practice
194,3 Credits,CN 0457,,,$60 GSEAP Lab Fee,,"This course explores theories of career development across the lifespan and applications used in practice. Career assessment tools, world of work information, and the career counseling process are included.",CN,Counseling,2017.0,Spring,Spring2017,2016_2017,Career Development: Theory and Practice
195,3 Credits,CN 0465,,,,,"Candidates explore basic information about the history and current use and abuse of various drugs and alcohol. Topics include addiction, 12-step programs, physiological effects, FAS, COAs, and family systems, as well as culturally relevant prevention, intervention, and treatment strategies for individuals and families. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences. Crosslisted with ",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Introduction to Substance Abuse and Addictions
196,3 Credits,CN 0467,CN 0553.,,$60 GSEAP Lab Fee,,"This course establishes an understanding of principles and procedures associated with standardized and non-standardized assessment in community and school settings. Candidates acquire skills necessary for conducting basic assessments and explore principles of diagnosis, individual, group, and environmental assessments. The course includes an overview of intelligence, attitude, interest, motivation, aptitude, achievement, personality, adjustment, and development; examines legal, ethical, and multicultural concerns; and presents considerations unique to individuals with special needs.",CN,Counseling,2017.0,Spring,Spring2017,2016_2017,Assessment in Counseling
197,3 Credits,CN 0468,,,,,"This course provides an orientation to the counseling profession, including the history of professional counseling; professional identity; the social, economic, and philosophical bases of the profession; the major legal and ethical issues facing the profession; and current and future issues and trends in counseling.",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Professional Issues in Counseling
198,3 Credits,CN 0500,,,,,"This course examines philosophical bases for counseling theory, ethical and professional issues, and various theories that contribute to the practice of professional counseling, including psychoanalytic, humanistic/existential, cognitive/behavioral, and systemic approaches.",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Theories of Counseling and Psychotherapy
199,3 Credits,CN 0515,,,,,"This course addresses current theory, research, and models relevant to trauma and crisis intervention. Specific focus will be placed on understanding the role of spirituality, across cultures, in counseling children, men, women, and families. In addition, skills essential for response to trauma while working with groups will be addressed. Conceptualization from a systems perspective will be addressed. Forgiveness, hardiness, resiliency, and the dynamics of violence, religious and political, will be discussed. Emphasis will be placed on understanding the role of spirituality while working with individuals and groups. An overview of the affective, behavioral, cognitive, and neurological sequelae in response to trauma and crisis will be discussed, with emphasis on skills essential for crisis intervention, including assessment of safety and security concerns, triage, lethality, mass disaster, death notification, suicide, murder, and natural disaster. In addition, models essential for the care of the caregiver will be identified. The course's instructional format will combine experiential, demonstration, and discussion methods. Active learning is essential to continued development. This course is an advanced graduate course that includes interpersonal, interactive, and affective content and experiences.",CN,Counseling,2017.0,Summer,Summer2017,2016_2017,Trauma and Crisis Intervention
200,3 Credits,CN 0524,CN 0553.,,,,"The course is designed to provide students with an opportunity to work outside of the country in Nicaragua. Specifically, students will work with groups of women from two rural villages on issues of gender equality and violence against women. The course is structured such that students will be required to meet throughout the summer, learning about Nicaraguan culture and laws, and designing a training program. Students will then travel to Nicaragua and provide training. This course is open only to students matriculated in the Counselor Education program.",CN,Counseling,2017.0,Summer,Summer2017,2016_2017,Domestic Violence in Nicaragua
201,3 Credits,CN 0531,,,,,"This course provides candidates with the information necessary to apply basic counseling knowledge and skills in a school setting. The American School Counseling Association (ASCA) and Connecticut school counseling models are presented, and issues pertinent to working in the school system are explored.",CN,Counseling,2017.0,Spring,Spring2017,2016_2017,"School Counseling: Procedures, Organization, and Evaluation"
202,3 Credits,CN 0553,,,,,"This introductory course equips candidates with various techniques of interpersonal communication and assessment, and reviews their application in counseling. The course emphasizes role-playing with the use of videotape and two-way mirror observation.",CN,Counseling,2016.0,Fall,Fall2016,2016_2017,Counseling Relationships and Skills
